2020-01-01(Æò±Õ±â¿Â),2020-02-01(Æò±Õ±â¿Â),2020-03-01(Æò±Õ±â¿Â),2020-04-01(Æò±Õ±â¿Â),2020-05-01(Æò±Õ±â¿Â),2020-06-01(Æò±Õ±â¿Â),2020-10-01(Æò±Õ±â¿Â),2020-11-01(Æò±Õ±â¿Â),2020-12-01(Æò±Õ±â¿Â),¶óº§¸µ
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
4.7,5.9,9.9,12.8,20.0,25.0,15.4,10.2,3.0,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
7.4,7.9,11.8,14.3,20.6,25.5,18.1,13.0,4.9,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
5.0,6.5,10.9,13.6,20.5,25.8,16.1,10.7,2.5,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
4.8,6.3,10.5,13.2,20.0,24.8,16.3,10.9,3.1,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
5.4,6.6,10.9,13.7,20.7,25.7,16.4,11.1,3.0,1
